id,title,lead,source,link,image,authors,about
13327,Ciało ukryte w walizce. To zaginiony Polak,"Ciało 57-latka z Polski zaginionego w 2021 roku w angielskim mieście Slough było ukryte w walizce. Po kilku latach śledztwa służby odnalazły zwłoki mieszkańca Grudziądza. Mężczyzna padł ofiarą zabójstwa. Wszystkie osoby, które mają związek z tą zbrodnią, są już w Polsce. - Główny sprawca gardził osobami, które w jego ocenie były od niego zdecydowanie słabsze, nie potrafią się bronić. Pokrzywdzony był od niego o wiele starszy – powiedział prokurator Kamil Rogoziński, naczelnik Wydziału Śledczego Prokuratury Okręgowej w Gliwicach.",TVN24,https://tvn24.pl/katowice/katowice-kujawsko-pomorskie-cialo-ukryte-w-walizce-policja-odnalazla-zwloki-zaginionego-polaka-st8933679,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-3643878-policja-odnalazla-cialo-polaka-zabitego-kilka-lat-temu-w-wielkiej-brytanii-ph8933671/alternates/WEBP_LANDSCAPE_840,TVN24,article
13328,Runął z kilkunastu metrów. Paralotniarz nie żyje,"Nie udało się uratować życia mężczyzny, który podczas lotu na paralotni spadł z wysokości kilkunastu metrów. Mężczyzna zmarł w szpitalu. Informację otrzymaliśmy na Kontakt24. ",TVN24,https://tvn24.pl/poznan/pila-paralotniarz-spadl-podczas-lotu-zmarl-w-szpitalu-st8993863,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-1005614-do-zdarzenia-doszlo-w-pile-ph1848355/alternates/WEBP_LANDSCAPE_840,TVN24,article
13329,"Sześciu prokuratorów odsuniętych od śledztw m.in. w sprawie ""króla kryptowalut""","Sześciu prokuratorów, referentów śledztw m.in. w sprawach zaginięcia Sylwestra Suszka, zwanego królem kryptowalut, oraz RARS, zostało decyzją ministra sprawiedliwości i prokuratura generalnego w piątek odsuniętych od śledztw - ustalili reporterzy ""Superwizjera"" i tvn24.pl Maciej Duda i Robert Zieliński.",TVN24,https://tvn24.pl/polska/szesciu-prokuratorow-odsunietych-od-sledztw-m-in-w-sprawie-krola-kryptowalut-st9015973,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-1884580-26423478-ph9016005/alternates/WEBP_LANDSCAPE_840,"Maciej Duda, Robert Zieliński",article
13330,"Wjechała w dzieci, Paweł nie przeżył. Biegły chce odtworzyć tragiczny wypadek ","Biegły z zakresu rekonstrukcji wypadków drogowych zaproponował przeprowadzenie eksperymentu w miejscu, gdzie w Humniskach doszło do śmiertelnego potrącenia 11-letniego Pawła. Celem jest jak najwierniejsze odtworzenie przebiegu wydarzeń - sekunda po sekundzie - i ustalenie, jakie czynniki doprowadziły do tragedii.",TVN24,https://tvn24.pl/rzeszow/humniska-biegly-chce-odtworzyc-wypadek-w-ktorym-zginal-11-letni-pawel-st8946041,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-9034021-w-humniskach-zginal-11-latek-potracony-przez-osobowke-ph7387360/alternates/WEBP_LANDSCAPE_840,Martyna Sokołowska,article
13331,"Nie miała nawet półtora roku, gdy została sprzedana przez ojca. Teraz Monika skończyłaby 33 lata","Miała niecałe półtora roku, kiedy zaginęła. Za porwanie i sprzedaż córki sąd skazał jej ojca. Jeśli Monika żyje, właśnie kończyłaby 33 lata. - Jej ojciec, Robert B., dostał maksymalny wyrok kary - 15 lat więzienia. Trudno to jednak nazwać sukcesem. Nie wiemy, co się stało z Moniką. Ja myślę, że B. nigdy nie powiedział prawdy - mówi TVN24+ Zbigniew Prokop, emerytowany policjant, który prowadził sprawę zaginięcia. ",TVN24,https://tvn24.pl/wroclaw/zaginiecie-moniki-bielawskiej-nie-widzieli-jej-od-lat-teraz-konczylaby-33-lata-st8945168,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-7396939-monika-zaginela-w-1994-roku-ph8950016/alternates/WEBP_LANDSCAPE_840,Marta Korejwo-Danowska,article
13332,Poszukiwania matki znanej dziennikarki.  FBI ujawniło nagranie,"Od ponad tygodnia trwają poszukiwania Nancy Guthrie, matki prezenterki programu ""Today"", Savannah Guthrie. FBI, w ramach trwających poszukiwań, opublikowało we wtorek zdjęcia i nagrania osoby stojącej przed drzwiami wejściowymi do domu 84-letniej kobiety. Stacja CNN poinformowała w nocy z wtorku na środę, że w związku ze zdarzeniem zatrzymano jedną osobę.",TVN24,https://tvn24.pl/swiat/poszukiwania-nancy-guthrie-fbi-ujawnilo-nagranie-podejrzanego-o-porwanie-kobiety-st8894914,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-2221727-fbi-ujawnilo-nagranie-podejrzanego-o-porwanie-kobiety-ph8894913/alternates/WEBP_LANDSCAPE_840,TVN24,article
13333,W pożarze domu zginęła 18-latka ,"Tragiczny pożar w Ustroniu w powiecie cieszyńskim. Nie żyje 18-latka z Czech, która na co dzień mieszkała w tej miejscowości. Przyczyny pożaru bada policja pod nadzorem prokuratury.",TVN24,https://tvn24.pl/katowice/ustron-w-pozarze-domu-zginela-18-latka-st9033746,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-2827019-w-pozarze-domu-w-ustroniu-zginela-18-latka-ph9033823/alternates/WEBP_LANDSCAPE_840,Mateusz Czajka,article
13334,Tragiczny finał poszukiwań Emilii S. Wcześniej odnaleziono wyłączony telefon ,"Policja poinformowała o zakończeniu poszukiwań 18-letniej Emilii S. z Ciechanowa. Ciało nastolatki odnaleziono w trakcie działań prowadzonych na rzece w okolicach miasta. Dziewczyna zaginęła w poniedziałek, wyszła z domu, tłumacząc, że idzie odebrać przesyłkę z paczkomatu.",Dzień Dobry TVN,https://dziendobry.tvn.pl/newsy/tragiczny-final-poszukiwan-emilii-s-wczesniej-odnaleziono-wylaczony-telefon-st8887332,https://dziendobry.tvn.pl/_e/i/najnowsze/cdn-zdjecie-7184902-tragiczny-final-poszukiwan-emilii-s-ph8887333/alternates/WEBP_LANDSCAPE_840,Dzień Dobry TVN,article
13335,Policja odnalazła ciało. ,W piątek odnaleziono ciało poszukiwanej aktorki serialowej i teatralnej Magdaleny Majtyki. Kobieta 4 marca wyszła z domu i od tego czasu nie kontaktowała się z rodziną. Prokuratura Rejonowa w Oławie wszczęła śledztwo w sprawie śmierci 41-latki.,TVN24,https://tvn24.pl/wroclaw/zaginiona-polska-aktorka-magdalena-majtyka-nie-zyje-nowe-informacje-st8934959,https://tvn24.pl/_e/i/najnowsze/cdn-zdjecie-3098677-magdalena-majtyka-nie-zyje-ph8935571/alternates/WEBP_LANDSCAPE_840,TVN24,article
13336,"Julia Rosnowska po zakończeniu serialu TVN, w którym grała, zniknęła. Tak dziś wygląda","Julia Rosnowska kilka lat temu była jedną z najbardziej rozpoznawalnych gwiazd, a wszystko dzięki głównej roli w serialu ""Julia"". Obecnie aktorka skupia się na rodzinie, choć nie zrezygnowała zupełnie ze swojej kariery. Zobaczcie, jak dziś wygląda Rosnowska.",Onet,"https://www.onet.pl/styl-zycia/plejada/julia-rosnowska-po-zakonczeniu-serialu-tvn-w-ktorym-grala-zniknela-tak-dzis-wyglada/mdmfxlc,0898b825",https://ocdn.eu/pulscms-transforms/1/BiTk9kpTURBXy81YWM4MWQ2NzM2ODczMGY0Njg3NTQ5YzI5N2RkYmVjYi5qcGeSlQMAJ80D5s0CMZMFzQSwzQJ03gADoTABoTEBoTPD,Wojciech Płochocki,article
13337,"Pani Katarzyna zginęła z rąk męża. ""Takim przypadkom można zapobiegać""","Co zrobić, by kobiety w Polsce nie ginęły z rąk swoich swoich partnerów? Zobaczcie rozmowę z kryminolożką Alicją Serafin, autorką raportu „Kobietobójstwo w Polsce”.",TVN,https://uwaga.tvn.pl/reportaze/uwaga-extra/pani-katarzyna-zginela-z-rak-meza-takim-przypadkom-mozna-zapobiegac-st8905990,https://uwaga.tvn.pl/_e/i/najnowsze/cdn-zdjecie-2785032-rozmowa-z-kryminolozka-alicja-serafin-autorka-raportu-kobietobojstwo-w-polsce-ph8905988/alternates/WEBP_LANDSCAPE_840,TVN,article
13338,Polski pilot zginął na Słowacji w zderzeniu dwóch szybowców,"Polski pilot zginął w niedzielę w zderzeniu dwóch szybowców nad górą Boriszov w paśmie Wielka Fatra — podała policja z Żyliny. W szybowcu znajdował się jeszcze obywatel Czech, który odniósł obrażenia głowy. Drugi szybowiec pilotował obywatel Austrii, który nie odniósł obrażeń.",Przegląd Sportowy,https://przegladsportowy.onet.pl/inne-sporty/polski-pilot-zginal-na-slowacji-w-zderzeniu-dwoch-szybowcow/pbj255l,https://cdn.przegladsportowy.onet.pl/1/ymVk9lBaHR0cHM6Ly9vY2RuLmV1L3B1bHNjbXMvTURBXy8wZjMwZmRmNmU1NTlmZWFlN2NiMmRmZWQzOTAxODU3Zi5qcGeTlQMAUM0KJ80Ft5MFzQlgzQTslQfZmmh0dHBzOi8vY2RuLnByemVnbGFkc3BvcnRvd3kub25ldC5wbC8xL05kN2s5bEJhSFIwY0hNNkx5OXZZMlJ1TG1WMUwzQjFiSE5qYlhNdlRVUkJYeTgwT0dNek1HRTRPVGt4TmpRMVlqUTNPRGt3WVdNNU0yVmpZak00TkRZek5DNXdibWVSbFFJQVpNUEQzZ0FDb1RBSG9URUUIwgDeAAKhMAehMQQ,"Kamil Wolnicki, Polska Agencja Prasowa, Przemysław Gajzler, Sebastian Parfjanowicz",article
13341,Nastolatek zginął w galerii handlowej. Tragedia we Wrocławiu,W środę wieczorem w centrum handlowym Wroclavia we Wrocławiu nastoletni chłopiec spadł z tarasu galerii.,Wiadomości Onet,https://wiadomosci.onet.pl/wroclaw/tragiczny-wieczor-we-wroclawiu-nastolatek-zginal-w-galerii-handlowej/p4548kd,https://cdn.wiadomosci.onet.pl/1/CNtk9lBaHR0cHM6Ly9vY2RuLmV1L3B1bHNjbXMvTURBXy9lMGZhMWZjMDM5OTc4ZWIxMjdjYzNkZmQ1NDYyMmY0MC5qcGeTlQMAzQI5zRVfzQwGkwXNCWDNBOyVB9mMaHR0cHM6Ly9jZG4ud2lhZG9tb3NjaS5vbmV0LnBsLzEvdWJwazlrN2FIUjBjSE02THk5alpHNHVkMmxoWkc5dGIzTmphUzV2Ym1WMExuQnNMMmx0Wnk5c2IyZHZYMjl1WlhSZmQybGhaRzl0YjNOamFTNXdibWVSbFFJQVpNUEQzZ0FDb1RBSG9URUUIwgDeAAKhMAehMQQ,"Bartosz Węglarczyk, Dziennikarze Onet Wiadomości, Grzegorz Saj",article
13342,Bliscy szukali go od dwóch miesięcy. Pomógł jeden telefon,"Po niemal dwóch miesiącach intensywnych poszukiwań zakończyła się sprawa zaginięcia 37-letniego mieszkańca gminy Rokietnica na Podkarpaciu. Mężczyzna, który zaginął w styczniu, został odnaleziony dzięki reakcji jednej z mieszkanek Pruchnika. W chwili odnalezienia był pod wpływem alkoholu, a ostatnie tygodnie spędził w ziemiance w lesie.",Onet,"https://www.onet.pl/informacje/onetrzeszow/szczesliwy-final-poszukiwan-na-podkarpaciu-37-latek-mieszkal-w-lepiance/04ywb9w,79cfc278",https://ocdn.eu/pulscms-transforms/1/s3hk9kpTURBXy84MTMwYmVlNzBlYThkYmVlZWU2YjJlMTMyNjk3ZTJkZC5qcGeSlQMAL80EAM0CQJMFzQSwzQJ03gADoTABoTEBoTPD,Joanna Murawska,article
13344,"Wystarczyło kilka minut, by 4-letni Bobby zniknął. Dziś miałby ponad 60 lat","Matka odeszła na kilkadziesiąt metrów i wróciła po kilku minutach. Czteroletni chłopiec, bosy i w samych kąpielówkach, zniknął w zaroślach.",Onet,"https://www.onet.pl/styl-zycia/kobiety-historii/wystarczylo-kilka-minut-by-4-letni-bobby-zniknal-dzis-mialby-ponad-60-lat/ftn4sxc,0666d3f1",https://ocdn.eu/pulscms-transforms/1/7D3k9kpTURBXy8yODZlZTEyM2M0ZDkyMWMwMWQ5MzE2ZGIxMDAwNDgzNC5qcGeSlQMAAM0EsM0Co5MFzQSwzQJ03gADoTABoTEBoTPD,Agnieszka Polakowska,article
13346,Nietypowy okręt przy głównej drodze do Warszawy. Zniknął bezpowrotnie,"Czasami podczas podróży można trafić na miejsca, których zupełnie się nie spodziewamy. Tak właśnie było w 2020 r., kiedy wracając z Gdańska do Warszawy, w okolicach Płońska zobaczyłem przy drodze coś, co wyglądało jak ogromny, drewniany okręt. Oczywiście nie mogłem przejechać obok obojętnie, musiałem zatrzymać się i sprawdzić, co kryje się za tą nietypową konstrukcją. Okazało się, że to dawna restauracja, która kilka lat wcześniej przyciągała podróżnych swoją oryginalną formą, a teraz powoli odchodziła w zapomnienie.",Onet,"https://www.onet.pl/turystyka/szaryburekpl/nietypowy-okret-przy-glownej-drodze-do-warszawy-zniknal-bezpowrotnie/rnrbbln,30bc1058",https://ocdn.eu/pulscms-transforms/1/2tMk9kpTURBXy9iZDdkNTFkZWE1OTcyNTgyNjA2NWVmYWU4NzJhOTRiYy5qcGeSlQMAMs0GQM0DhJMFzQSwzQJ03gADoTABoTEBoTPD,Szary Burek,article
13347,Był na dworcu w Poznaniu. Nagle zniknął. Teraz takie wiadomości o Igorze,"Od niedzieli, 1 marca, trwały dramatyczne poszukiwania 13-letniego chłopca. Igor nagle zniknął z dworca PKP w Poznaniu. Na szczęście teraz podano nowe, pozytywne wiadomości.  — Nastolatek został odnaleziony przez policjantów cały i zdrowy. Dziękujemy za wszystkie udostępnienia — przekazał ""Faktowi"" podkom. Łukasz Paterski, rzecznik Komendy Miejskiej Policji w Poznaniu.",Fakt,https://www.fakt.pl/wydarzenia/polska/poznan/szukali-13-latka-byl-na-dworcu-w-poznaniu-i-zniknal-teraz-takie-wiadomosci/0d6cq0k,https://ocdn.eu/pulscms-transforms/1/cxlk9kuTURBXy8xNTU0MmU5Yi1kOWQzLTRhNzAtYmM4ZS02YzhhZmJlZmE0NGQuanBlZ5KVAwAAzRrPzQ8YkwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/maja-fenrych,article
13348,Aleksander Wilga wyszedł z domu i zniknął. Ślad urywa się nagle,"Policjanci z Gliwic (woj. śląskie) nie ustają w poszukiwaniach 22-letniego Aleksandra Wilgi. Młody mężczyzna ostatni raz był widziany 14 marca około godz. 13.00, kiedy wyszedł z domu i od tego czasu ślad po nim zaginął. Rodzina nie ma z nim kontaktu, a każda informacja może okazać się na wagę złota.",Fakt,https://www.fakt.pl/wydarzenia/polska/slask/policja-z-gliwic-szuka-aleksandra-wilgi-kazda-informacja-jest-wazna/2bvq820,https://ocdn.eu/pulscms-transforms/1/WlKk9kuTURBXy9iZjMwZTQxZS04NjlhLTQ0ZjYtYTEzOS1hZDgwZDFlYmY1MWEuanBlZ5KVAwDNAZnNBLDNAqOTBc0EsM0Cdt4AAaEwAQ,https://www.fakt.pl/#/schema/Person/jaroslaw-gorny,article
13350,Patryk pojechał na zarobek do Niemiec. Nagle zniknął. Może być w niebezpieczeństwie,"Niepokojące informacje w sprawie 30-letniego Polaka, który wyjechał do pracy do Niemiec. Mężczyzna był zatrudniony przy sortowaniu paczek, ale Patryk Tomaszewicz nagle zniknął. Od 18 stycznia rodzina nie ma z nim kontaktu. Trwają dramatyczne poszukiwania. Bliscy podkreślają, że jego życie i zdrowie może być zagrożone.",Fakt,https://www.fakt.pl/wydarzenia/polska/trojmiasto/polak-pojechal-do-pracy-do-niemiec-nagle-zniknal-gdzie-jest-patryk/w6l4py9,https://ocdn.eu/pulscms-transforms/1/rpKk9kuTURBXy9mOWQyMDEyMi0yN2Y4LTQxNGQtODJhMS05MGFlMzNkMWNiN2EuanBlZ5KVAwAAzQZAzQOEkwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/maja-fenrych,article
13351,"Tomasz zaginął w Boże Narodzenie.  ""Odnaleziono ciało nad rzeką""","Rankiem drugiego dnia świąt Bożego Narodzenia wyszedł z domu w Bobowiskach (woj. lubelskie) i przepadł jak kamień w wodę. 45-letniego Tomasza W. szukali bliscy, policjanci z psem tropiącym, strażacy i ochotnicy. Po ponad dwóch miesiącach napłynęły tragiczne wieści. Odnaleziono ciało mężczyzny.",Fakt,https://www.fakt.pl/wydarzenia/polska/lublin/zaginiecie-tomasza-w-z-bobowisk-policja-przekazala-wiesci/r0wf65d,https://ocdn.eu/pulscms-transforms/1/_mRk9kuTURBXy84NGY1MzJkMS1kY2EzLTQxNTAtYjk0My0zMmMyMzFmNzNlYmMuanBlZ5KVAwAAzQgAzQSAkwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/karolina-piechota,article
13353,Poszukiwania zaginionego naukowca z Warszawy. Córka apeluje o pomoc,"Bliscy zaginionego dr. Sylwestra Gładysia, naukowca z Politechniki Warszawskiej, wciąż nie mają o nim żadnych wieści. 71-latek wyszedł w zeszły wtorek (24 lutego) ze swojego mieszkania, wyrzucił śmieci, a następnie — jak przekazała rodzina — poszedł do Parku Młocińskiego. To właśnie tutaj urywa się ślad po mężczyźnie. ""Niestety z nagrań wynika również, że nie wyszedł z parku tym samym wejściem, którym wszedł"" — przekazała córka 71-latka w mediach społecznościowych. Zwróciła się też z prośbą do internautów o dołączenie do skoordynowanych poszukiwań jej ojca.",Fakt,https://www.fakt.pl/wydarzenia/polska/warszawa/zaginiecie-sylwestra-gladysia-w-warszawie-rodzina-prosi-o-pomoc/wkqxft7,https://ocdn.eu/pulscms-transforms/1/r6Vk9kuTURBXy81ZTk3OWVkMy05ODBmLTQwMWEtOWMxNi0wNDMwZDk4MGExNjguanBlZ5KVAwAAzQeAzQQ4kwXNBLDNAnbeAAGhMAE,https://www.fakt.pl/#/schema/Person/alina-zakowska,article
13356,Sekcja zwłok Magdaleny Majtyki. Prokuratura przekazała pierwsze ustalenia,"Pojawiły się wstępne wyniki sekcji zwłok Magdaleny Majtyki. Ciało aktorki znanej m.in. z serialu ""Na Wspólnej"" odnaleziono kilka dni po jej zaginięciu w lesie niedaleko Biskupic Oławskich. Teraz prokuratura ujawniła pierwsze ustalenia.",TVN,https://tvn.pl/gwiazdy/sekcja-zwlok-magdaleny-majtyki-prokuratura-przekazala-pierwsze-ustalenia-st8939808,https://tvn.pl/_e/i/aktualnosci/cdn-zdjecie-5695023-magdalena-majtyka-w-na-wspolnej-ph8934619/alternates/WEBP_LANDSCAPE_840,TVN,article
13358,Kilkanaście lat temu zniknęła z telewizji. Tak teraz wygląda Iwona Schymalla,"Iwona Schymalla - była dyrektor TVP 1. Zobacz, jak dziś wygląda | Nowości Dziennik Toruński",Nowości Dziennik Toruński,https://nowosci.com.pl/tak-wyglada-dzis-iwona-schymalla-kilkanascie-lat-temu-zniknela-z-telewizji-zobacz-zdjecia/ar/c6-19095217,https://d-art.ppstatic.pl/kadry/k/r/1/91/ca/67ee5ffc1aa02_o_original.jpg,Dariusz Nawrocki,"Iwona Schymalla, tvp"
13359,"Tychy: Poszukiwana 15-letnia Natalia Gaudyn zaginęła 30 kwietnia - Wiadomości Śląsk • aktualności, felietony, relacje • Tylko Śląsk","W Tychach trwają poszukiwania 15-letniej Natalii Gaudyn, która w czwartek, 30 kwietnia, opuściła miejsce zamieszkania i udała się w nieznanym kierunku. Od tego czasu nie wróciła do domu, ani nie skontaktowała się z bliskimi.","Wiadomości Śląsk • aktualności, felietony, relacje • Tylko Śląsk",https://tylkoslask.pl/tychy-poszukiwana-15-letnia-natalia-gaudyn-zaginela-30-kwietnia/,https://tylkoslask.pl/wp-content/uploads/2026/05/686545025-1417327437106186-6793438590443827224-n.jpg,Radosław Wróblewski,"15-latka, Natalia Gaudyn, Tychy, poszukiwania, zaginięcie"
13360, Tragedia w Tczewie. Jedna osoba zginęła w pożarze kamienicy,"W Tczewie doszło do tragicznego w skutkach pożaru w kamienicy przy ul. Lipowej. Zginął mężczyzna w wieku około 60-70 lat. Służby otrzymały zgłoszenie o pożarze mieszkania na parterze budynku w czwartek po godz. 12.00. Na miejscu pracowało sześć zastępów straży pożarnej. Jeszcze przed przybyciem straży pożarnej, budynek opuściły cztery osob",Trójmiasto Radio ESKA,https://trojmiasto.eska.pl/tragedia-w-tczewie-jedna-osoba-zginela-w-pozarze-kamienicy-aa-RTmG-1HZz-Mn6X.html,https://cdn.galleries.smcloud.net/thumbs/gf-dkSY-WSJz-Ct9a_tragiczny-pozar-w-lomiank-jpg-15-j.jpg,"PAP, Róża Karsznia",Article
13365, ​Prokuratura wszczyna śledztwo w sprawie pożaru w którym zginęła kobieta,"Do tragedii doszło w nocy z soboty na niedzielę. Ogień pojawił się w jednym z mieszkań na 9 piętrze przy ulicy 1. maja w Szczecinie. Niestety w wyniku pożaru śmierć poniosła kobieta, a mężczyznę przetransportowano do szpitala. Ponadto, ewakuowano 40-tu mieszkańców, którzy po akcji służb mundurowych mogli wrócić do mieszkań.",Szczecin Radio ESKA,https://szczecin.eska.pl/prokuratura-wszczyna-sledztwo-w-sprawie-pozaru-w-wyniku-ktorego-zmarla-kobieta-aa-LXDK-aQm2-cqVk.html,https://cdn.galleries.smcloud.net/thumbs/gf-4oNv-FPK5-Bv55_straz-pozarna-14-j.jpg,Krzysztof Baziuniak,Article
13369,"Dwie Iwony, ten sam tragiczny scenariusz! Te sprawy wciąż nie dają spokoju","Wszyscy znają sprawę Iwony Wieczorek. Prawie dwadzieścia lat wcześniej w Łodzi doszło do podobnego zdarzenia. Zaginęła młoda kobieta o tym samym imieniu. Dziennikarka Iwona Mogiła-Lisowska zniknęła bez śladu w listopadzie 1992 roku. W lutym bieżącego roku Olga Herring na kanale ""Ślady"" wraca do tych tajemniczych wydarzeń. Co łączy obie te historie?",Trójmiasto Radio ESKA,https://trojmiasto.eska.pl/dwie-iwony-ten-sam-tragiczny-scenariusz-sprawa-sprzed-30-lat-wciaz-nie-daje-spokoju-aa-kp3d-off9-as36.html,https://cdn.galleries.smcloud.net/thumbs/gf-rNZ8-L73W-nfFe_dwie-iwony-ten-sam-tragiczny-scenariusz-te-sprawy-wciaz-nie-daja-spokoju-14-j.jpg,D.P,Article
13370,Stało się. Neon Zondacrypto zniknął z siedziby PKOl,"Centrum Olimpijskie im. Jana Pawła II - siedziba PKOl - nie ma już w nazwie ""Zondacrypto"". Neon giełdy kryptowalut w czwartkowy wieczór został zdemontowany. Poinformował o tym Ireneusz Raś, wiceminister sportu i turystyki.",sportowefakty.wp.pl,https://sportowefakty.wp.pl/inne/1248161/stalo-sie-neon-zondacrypto-znika-z-siedziby-pkol,https://i.wpimg.pl/1280x/sf-administracja.wpcdn.pl/storage2/featured_original/69f3b632f21645_25141919.jpg,Michał Fabian,article
13371,Turysta nie wrócił na noc. GOPR prosi o pomoc,"Grupa GOPR prowadzi w rejonie Krynicy-Zdroju szeroko zakrojone poszukiwania 55-letniego turysty. Służby informują, że zaginiony nie wrócił na noc, a niskie temperatury pogarszają sytuację.",WP Wiadomości,https://wiadomosci.wp.pl/turysta-nie-wrocil-na-noc-gopr-prosi-o-pomoc-7245736675739872a,https://v.wpimg.pl/ODY5NGMxYCU4Vzh0YgNtMHsPbC4kWmNmLBd0ZWJJdnZpTWEhJBQqNjxFIWkqCjo0OEI-aT0UYCUpXGExfFcrLSpFIiY0VyopO1AqaH0ZKXJhAit3YB54cGoYeiV8HmImbw14anpJfnxvDHokfEsqcHtI,Szymon Michalski,"gopr, krynica-zdrój, turysta, zaginięcie"
13372,"Praktycznie zniknął z mediów. ""Obecnie żyje mi się rewelacyjnie""","Półtora roku temu Tomasz Smokowski przestał regularnie pojawiać się w mediach, a chwilę później odsprzedał udziały w Kanale Sportowym i zajął się rozwojem pasji. Dziś opowiada o tamtej decyzji i wraca do sporu z PZN, który miał się skończyć w sądzie.",sportowefakty.wp.pl,https://sportowefakty.wp.pl/inne/1243937/smokowski-zaczalem-sie-nudzic-swoimi-opiniami,https://i.wpimg.pl/1280x/sf-administracja.wpcdn.pl/storage2/featured_original/66def5e02e4416_86779306.jpg,Mateusz Puka,article
13373,Nie wrócił do domu ani do szpitala. Trwają poszukiwania 16-latka,"Trwają poszukiwania 16-letniego Kacpra Zieglera z Suwałk, który 14 stycznia po południu opuścił szpital przy ulicy Szpitalnej i do tej pory nie wrócił ani do placówki, ani do domu.",WP Wiadomości,https://wiadomosci.wp.pl/nie-wrocil-do-domu-ani-do-szpitala-trwaja-poszukiwania-16-latka-7243760250574976a,https://v.wpimg.pl/NWJhMWQ0YTYrCjtkfktsI2hSbz44EmJ1P0p3dX4Bd2V6EGIxOFwrJS8YInk2QjsnKx89eSFcYTY6AWIhYB8qPjkYITYoHys6KA0peGMDezJzWXoxfAJ6YC9FeTY3VGM2clx-ejIDLGIoCXwzZVMtMmgV,Natalia Kamińska,"nastolatek, policja, suwałki, zaginięcie"
13374,Zapadł się pod ziemię. Były prezydent zniknął po obaleniu Maduro,"Były prezydent Boliwii Evo Morales od czasu interwencji wojskowej USA w Wenezueli i zatrzymania Nicolasa Maduro przestał pojawiać się publicznie. Agencja AP zwraca uwagę, że Maduro był jego sojusznikiem.",WP Wiadomości,https://wiadomosci.wp.pl/zapadl-sie-pod-ziemie-byly-prezydent-zniknal-po-obaleniu-maduro-7250431031134592a,https://v.wpimg.pl/MTAxM2RjYjUgGjsBfRFvIGNCb1s7SGF2NFp3EH1bf2BxAHoEYkUrPS0dP1ciBWMzMw09UyUaYyQtVyxCO0U7ZW4cJEEiBiwtbh0gUDcOYjZ3SHoFalt4eSVBflF_Xn43dFV1B2MMYG10HnwCY1kpN3AddRAv,Aleksandra Wieczorek,"boliwia, evo morales, nicolas maduro"
13375,Osobista tragedia Petera Jacksona. Dlatego zniknął z Hollywood,"Dlaczego Peter Jackson zniknął ze świata filmu fabularnego po trylogii ""Hobbit""? Reżyser ""Władcy Pierścieni"" przerywa milczenie i wyznaje, że powodem jego wieloletniej przerwy była osobista tragedia - śmierć bliskiego współpracownika.",WP Film,https://film.wp.pl/osobista-tragedia-petera-jacksona-dlatego-zniknal-z-hollywood-7246858420799680a,https://v.wpimg.pl/MjBkMTc0YgsjCTtnTEtvHmBRbz0KEmFIN0l3dkwBdFhyE2IyClwoGCcbInoEQjgaIxw9ehNcYgsyAmIiUh8pAzEbITUaHygHIA4pewEEdF0nDywyTgJ5CyFGeWBVAGBSI158eVYCeFhyD3xjVwN5W2AW,Jakub Tyszkowski,"hobbit, peter jackson, władca pierścieni"
13377,Śmierć żołnierza na Mazowszu. Nowe informacje z prokuratury,"Prokuratura Rejonowa Warszawa Ursynów bada okoliczności śmierci 29-letniego żołnierza, którego ciało znaleziono na bagnistym terenie w gminie Iłża na Mazowszu. ",WP Wiadomości,https://wiadomosci.wp.pl/smierc-zolnierza-na-mazowszu-nowe-informacje-z-prokuratury-7242692968999904a,https://v.wpimg.pl/MjEzM2M0YgskGDsBYktvHmdAb1skEmFIMFh3EGIBdFh1AmJUJFwoGCAKIhwqQjgaJA09HD1cYgs1E2JEfB8pAzYKIVM0HygHJx8pHXpRLgl0QygLYFV5XX1XeVN6AmALIU0pHysEfVh0SX5ReQcpWGcH,Natalia Kamińska,"mazowsze, prokuratura, wojsko, śmierć żołnierza"
13378,"Nagle zniknął. Reprezentant Polski ujawnił, co się stało. ""Bardzo trudny czas""","Bartosz Bednorz zniknął na tydzień ze składu PGE Projektu Warszawa. Powrócił w meczu Ligi Mistrzów, po czym podzielił się ze swoimi obserwującymi przyczyną nieobecności. Siatkarz mierzy się ze śmiercią bliskiej mu osoby - babci.",sportowefakty.wp.pl,https://sportowefakty.wp.pl/siatkowka/1243166/nagle-zniknal-reprezentant-polski-ujawnil-co-sie-stalo-bardzo-trudny-czas,https://i.wpimg.pl/1280x/sf-administracja.wpcdn.pl/storage2/featured_original/69cf5fb09d41a8_14661107.jpg,Sebastian Szczytkowski,article
